transaction_id,sender_id,receiver_id,amount,timestamp
T002043,ACC664484,ACC705172,14364.63,2026-01-03 04-34-00
T002044,ACC315232,ACC503683,18830.76,2026-01-06 13-04-00
T002045,ACC770859,ACC331808,16896.96,2026-01-02 05-34-00
T002046,ACC264262,ACC996161,5970.31,2026-01-07 14-19-00
T002047,ACC812333,ACC649122,5728.24,2026-01-14 20-09-00
T002048,ACC521830,ACC909250,9069.03,2026-01-06 06-51-00
T002049,ACC229517,ACC991567,13327.05,2026-01-13 02-13-00
T002050,ACC955408,ACC541725,20746.55,2026-01-09 02-46-00
T002051,ACC621789,ACC839217,5160.98,2026-01-13 19-40-00
T002052,ACC256829,ACC216240,8161.76,2026-01-07 18-49-00
T002053,ACC966650,ACC874769,3990.49,2026-01-12 13-00-00
T002054,ACC997881,ACC683563,7746.28,2026-01-08 03-15-00
T002055,ACC269189,ACC470141,13687.21,2026-01-14 03-52-00
T002056,ACC711252,ACC560461,19191.26,2026-01-02 08-30-00
T002057,ACC139806,ACC108710,15640.56,2026-01-07 13-25-00
T002058,ACC417994,ACC639767,15359.91,2026-01-09 07-58-00
T002059,ACC881133,ACC109997,14036.07,2026-01-05 23-14-00
T002060,ACC749275,ACC473504,12070.77,2026-01-10 21-33-00
T002061,ACC790566,ACC315683,2240.9,2026-01-14 14-51-00
T002062,ACC904354,ACC432925,1512.11,2026-01-12 08-59-00
T002063,ACC373216,ACC186321,10376.52,2026-01-15 20-08-00
T002064,ACC223279,ACC121286,16606.49,2026-01-08 00-31-00
T002065,ACC285223,ACC562134,13580.5,2026-01-08 12-57-00
T002066,ACC882988,ACC348671,6531.61,2026-01-13 09-26-00
T002067,ACC905244,ACC145214,23901.46,2026-01-02 07-08-00
T002068,ACC430300,ACC612180,6403.79,2026-01-12 06-15-00
T002069,ACC704062,ACC884328,8342.12,2026-01-04 14-59-00
T002070,ACC665101,ACC796181,6453.68,2026-01-09 16-20-00
T002071,ACC399861,ACC544463,6244.07,2026-01-09 23-54-00
T002072,ACC310864,ACC836885,18489.91,2026-01-04 02-53-00
T002073,ACC950596,ACC516311,12563.25,2026-01-15 18-04-00
T002074,ACC655095,ACC839154,15865.78,2026-01-11 18-02-00
T002075,ACC973306,ACC288311,17028.21,2026-01-14 08-06-00
T002076,ACC675718,ACC934116,4769.14,2026-01-14 10-13-00
T002077,ACC585420,ACC353548,10266.49,2026-01-11 17-10-00
T002078,ACC212943,ACC128674,17447.51,2026-01-11 15-25-00
T002079,ACC916488,ACC736144,3225.47,2026-01-11 22-11-00
T002080,ACC848036,ACC818016,16849.52,2026-01-08 09-26-00
T002081,ACC218908,ACC791614,19691.98,2026-01-10 10-37-00
T002082,ACC387858,ACC126542,4496.68,2026-01-08 06-49-00
T002083,ACC389717,ACC813963,13810.97,2026-01-14 21-33-00
T002084,ACC928472,ACC682976,6948.72,2026-01-08 04-43-00
T002085,ACC988682,ACC793789,17048.21,2026-01-06 08-22-00
T002086,ACC680619,ACC690168,17751.51,2026-01-04 10-19-00
T002087,ACC617208,ACC713165,14800.82,2026-01-12 22-44-00
T002088,ACC561660,ACC238619,4681.18,2026-01-15 10-22-00
T002089,ACC124927,ACC346489,1213.02,2026-01-08 03-22-00
T002090,ACC421162,ACC217559,24863.95,2026-01-16 04-08-00
T002091,ACC520474,ACC957277,6158.21,2026-01-14 18-30-00
T002092,ACC787757,ACC117009,20332.95,2026-01-14 04-10-00
T002093,ACC459614,ACC804718,24959.78,2026-01-13 09-16-00
T002094,ACC213855,ACC423295,4886.73,2026-01-09 10-39-00
T002095,ACC282688,ACC422075,22288.97,2026-01-15 14-52-00
T002096,ACC193677,ACC218319,24051.95,2026-01-06 09-38-00
T002097,ACC290908,ACC413470,14659.93,2026-01-12 18-54-00
T002098,ACC528571,ACC199216,14787.44,2026-01-10 23-13-00
T002099,ACC808857,ACC888289,5797.79,2026-01-02 16-48-00
T002100,ACC325653,ACC924851,6621.25,2026-01-13 12-38-00
T002101,ACC490409,ACC650520,1846.41,2026-01-14 10-51-00
T002102,ACC257374,ACC957847,21365.04,2026-01-11 10-17-00
T002103,ACC916500,ACC712396,22379.86,2026-01-07 20-35-00
T002104,ACC400357,ACC549105,22232.11,2026-01-10 10-23-00
T002105,ACC765482,ACC235210,8562.45,2026-01-11 18-15-00
T002106,ACC441710,ACC246857,24475.06,2026-01-05 07-18-00
T002107,ACC401142,ACC450261,18086.89,2026-01-07 01-24-00
T002108,ACC839138,ACC386598,9554.01,2026-01-03 07-48-00
T002109,ACC922567,ACC642622,4192.08,2026-01-05 11-31-00
T002110,ACC958915,ACC928043,17785.29,2026-01-15 15-22-00
T002111,ACC577647,ACC711955,13225.68,2026-01-10 22-49-00
T002112,ACC691679,ACC177442,11283.36,2026-01-10 03-43-00
T002113,ACC189599,ACC160180,8995.48,2026-01-08 09-54-00
T002114,ACC450383,ACC236105,21648.13,2026-01-02 08-51-00
T002115,ACC891632,ACC309770,15288.61,2026-01-05 14-24-00
T002116,ACC999004,ACC943502,12916.73,2026-01-08 21-44-00
T002117,ACC333021,ACC457037,21016.43,2026-01-03 17-38-00
T002118,ACC360307,ACC810657,3331.37,2026-01-09 02-01-00
T002119,ACC528030,ACC544259,11952.37,2026-01-14 12-25-00
T002120,ACC229581,ACC519059,18597.54,2026-01-03 04-34-00
T002121,ACC982639,ACC338200,9288.91,2026-01-09 04-33-00
T002122,ACC427044,ACC161786,17513.79,2026-01-13 23-58-00
T002123,ACC752975,ACC210244,6635.16,2026-01-05 16-01-00
T002124,ACC616797,ACC838892,24371.97,2026-01-10 09-28-00
T002125,ACC558995,ACC358932,4091.92,2026-01-06 00-42-00
T002126,ACC121174,ACC183407,20354.79,2026-01-04 00-48-00
T002127,ACC906744,ACC398530,10236,2026-01-09 22-01-00
T002128,ACC610554,ACC596459,14775.42,2026-01-09 21-25-00
T002129,ACC727107,ACC525537,3698.14,2026-01-03 21-17-00
T002130,ACC482424,ACC313393,7320,2026-01-03 09-01-00
T002131,ACC811223,ACC664457,16939.61,2026-01-04 21-17-00
T002132,ACC880143,ACC435212,1248.62,2026-01-11 20-25-00
T002133,ACC275216,ACC223060,6748.21,2026-01-01 11-51-00
T002134,ACC894890,ACC424113,17539.57,2026-01-11 04-18-00
T002135,ACC404041,ACC995269,5664.68,2026-01-12 12-40-00
T002136,ACC749943,ACC193221,18543.48,2026-01-09 09-56-00
T002137,ACC217252,ACC568468,5854.75,2026-01-10 22-08-00
T002138,ACC749850,ACC744976,20390.34,2026-01-15 05-29-00
T002139,ACC235228,ACC397923,21510.66,2026-01-08 07-51-00
T002140,ACC138335,ACC629074,4150.67,2026-01-11 07-34-00
T002141,ACC149731,ACC786084,3802.28,2026-01-06 18-44-00
T002142,ACC307416,ACC260724,6107.08,2026-01-13 03-04-00
T002143,ACC302060,ACC973078,16201.47,2026-01-08 15-35-00
T002144,ACC404108,ACC948477,11150.49,2026-01-16 07-11-00
T002145,ACC651801,ACC259847,12204.86,2026-01-10 13-16-00
T002146,ACC367024,ACC430487,9208.31,2026-01-12 18-41-00
T002147,ACC953815,ACC792469,4281.7,2026-01-10 13-49-00
T002148,ACC398618,ACC356445,20471.77,2026-01-09 11-24-00
T002149,ACC722068,ACC761484,16194.49,2026-01-13 16-27-00
T002150,ACC524180,ACC373398,21563.87,2026-01-13 06-57-00
T002151,ACC136078,ACC518977,10220.64,2026-01-07 05-23-00
T002152,ACC936248,ACC192882,5740.22,2026-01-13 01-58-00
T002153,ACC393977,ACC792993,11943.27,2026-01-15 19-57-00
T002154,ACC305464,ACC441905,4426.85,2026-01-06 00-42-00
T002155,ACC111983,ACC921765,15689.19,2026-01-04 03-51-00
T002156,ACC145901,ACC638624,3933.55,2026-01-10 19-55-00
T002157,ACC289911,ACC797143,14520.62,2026-01-11 19-51-00
T002158,ACC473014,ACC987298,21530.19,2026-01-11 23-11-00
T002159,ACC401629,ACC197482,19910.5,2026-01-08 19-08-00
T002160,ACC823195,ACC429410,19643.9,2026-01-07 05-37-00
T002161,ACC779272,ACC151246,9625.09,2026-01-12 21-31-00
T002162,ACC945038,ACC796391,12483.19,2026-01-13 12-16-00
T002163,ACC932032,ACC747231,8285.02,2026-01-02 23-22-00
T002164,ACC206644,ACC591319,8656.15,2026-01-10 06-20-00
T002165,ACC903609,ACC438160,23802.21,2026-01-10 10-08-00
T002166,ACC512812,ACC333108,8994,2026-01-05 16-55-00
T002167,ACC921423,ACC803024,8537.38,2026-01-03 22-24-00
T002168,ACC823120,ACC856881,8397.36,2026-01-15 11-30-00
T002169,ACC239473,ACC860888,11876.91,2026-01-15 09-42-00
T002170,ACC197481,ACC203599,13564.03,2026-01-06 04-40-00
T002171,ACC665899,ACC150961,4509.07,2026-01-05 03-19-00
T002172,ACC313024,ACC704264,24387.07,2026-01-11 22-27-00
T002173,ACC721661,ACC103283,6656.6,2026-01-15 23-37-00
T002174,ACC352938,ACC581332,4366.45,2026-01-15 15-54-00
T002175,ACC623417,ACC824632,9728.82,2026-01-03 02-50-00
T002176,ACC703686,ACC169988,12490.36,2026-01-11 12-58-00
T002177,ACC347352,ACC338732,13556.27,2026-01-12 07-04-00
T002178,ACC998135,ACC972005,3936.24,2026-01-07 02-38-00
T002179,ACC973496,ACC459397,18742.52,2026-01-05 00-14-00
T002180,ACC409723,ACC291583,15209.95,2026-01-10 04-50-00
T002181,ACC257246,ACC377825,5045.33,2026-01-02 12-56-00
T002182,ACC859996,ACC699818,11259.7,2026-01-05 06-42-00
T002183,ACC660248,ACC590611,23812.83,2026-01-08 20-52-00
T002184,ACC709900,ACC704839,20799.49,2026-01-05 11-59-00
T002185,ACC485922,ACC879035,5507.77,2026-01-02 03-38-00
T002186,ACC834288,ACC236992,11589.74,2026-01-12 13-31-00
T002187,ACC962468,ACC660755,6324.99,2026-01-02 07-23-00
T002188,ACC127835,ACC207135,23120.95,2026-01-01 21-26-00
T002189,ACC728280,ACC222363,18272.86,2026-01-03 07-13-00
T002190,ACC125765,ACC451878,8079.87,2026-01-15 00-59-00
T002191,ACC523388,ACC193350,18297.95,2026-01-12 21-24-00
T002192,ACC852085,ACC451451,16506.88,2026-01-02 09-21-00
T002193,ACC651595,ACC278518,6551.59,2026-01-08 20-06-00
T002194,ACC656545,ACC203745,4689.91,2026-01-10 17-08-00
T002195,ACC600452,ACC500408,1880.99,2026-01-02 13-14-00
T002196,ACC613563,ACC215643,14749.92,2026-01-03 13-40-00
T002197,ACC439686,ACC917269,1718.34,2026-01-10 17-19-00
T002198,ACC354208,ACC446537,1022.07,2026-01-09 11-21-00
T002199,ACC959215,ACC631257,11089.31,2026-01-12 19-11-00
T002200,ACC180409,ACC262173,15595.2,2026-01-03 09-40-00
T002201,ACC390592,ACC748997,22310.8,2026-01-12 17-14-00
T002202,ACC683721,ACC198452,1702.94,2026-01-07 21-54-00
T002203,ACC859480,ACC789879,1960.71,2026-01-07 19-59-00
T002204,ACC613548,ACC722020,24793.64,2026-01-10 15-56-00
T002205,ACC883286,ACC429017,19132.65,2026-01-04 18-29-00
T002206,ACC801880,ACC271412,1798.28,2026-01-02 07-29-00
T002207,ACC616698,ACC871931,12142.18,2026-01-02 06-55-00
T002208,ACC905209,ACC413353,8894.81,2026-01-09 21-59-00
T002209,ACC870920,ACC112889,22475.39,2026-01-06 01-51-00
T002210,ACC303473,ACC174052,5674.9,2026-01-15 10-05-00
T002211,ACC831470,ACC741329,7510.42,2026-01-05 19-19-00
T002212,ACC978887,ACC822708,20623.11,2026-01-06 19-55-00
T002213,ACC383937,ACC124810,21238.64,2026-01-14 11-43-00
T002214,ACC668371,ACC800544,4194.03,2026-01-14 07-18-00
T002215,ACC180167,ACC836758,12691.54,2026-01-02 03-33-00
T002216,ACC886616,ACC275460,24501.49,2026-01-09 22-00-00
T002217,ACC943534,ACC669928,3409.29,2026-01-14 20-04-00
T002218,ACC161708,ACC843565,11209.29,2026-01-11 16-13-00
T002219,ACC521051,ACC108988,8004.7,2026-01-08 17-41-00
T002220,ACC230310,ACC670150,11532.91,2026-01-13 07-39-00
T002221,ACC478947,ACC216121,17436.41,2026-01-12 09-24-00
T002222,ACC979734,ACC466244,13618.88,2026-01-15 17-34-00
T002223,ACC268019,ACC673178,8683.25,2026-01-04 03-50-00
T002224,ACC989932,ACC683094,4231.63,2026-01-09 13-32-00
T002225,ACC485882,ACC752554,5973.79,2026-01-15 15-06-00
T002226,ACC417545,ACC695939,8832.63,2026-01-07 11-40-00
T002227,ACC638804,ACC285721,5556.67,2026-01-11 12-19-00
T002228,ACC337810,ACC865601,24649.11,2026-01-12 16-38-00
T002229,ACC299041,ACC468384,1357.24,2026-01-04 00-19-00
T002230,ACC649450,ACC731189,16388.91,2026-01-09 07-06-00
T002231,ACC974528,ACC359039,6139.91,2026-01-07 18-13-00
T002232,ACC209941,ACC566515,4317.93,2026-01-14 09-46-00
T002233,ACC756337,ACC448004,4987.7,2026-01-02 17-57-00
T002234,ACC657599,ACC781845,11666.15,2026-01-13 18-13-00
T002235,ACC360673,ACC421511,10171.97,2026-01-05 08-45-00
T002236,ACC893693,ACC351041,17429.34,2026-01-09 06-49-00
T002237,ACC410109,ACC236673,17345.86,2026-01-04 01-54-00
T002238,ACC328616,ACC144480,4221.97,2026-01-13 16-55-00
T002239,ACC381126,ACC591223,20615.66,2026-01-08 13-14-00
T002240,ACC671317,ACC726510,11716.39,2026-01-13 11-52-00
T002241,ACC192058,ACC110194,14775.92,2026-01-10 23-49-00
T002242,ACC807256,ACC165837,19645.95,2026-01-09 00-57-00
T002243,ACC473942,ACC762845,16902.61,2026-01-04 17-41-00
T002244,ACC254602,ACC623265,13189.29,2026-01-14 10-35-00
T002245,ACC461644,ACC282197,23787.82,2026-01-06 03-47-00
T002246,ACC243572,ACC453633,6156.4,2026-01-11 10-21-00
T002247,ACC417677,ACC839271,4618.66,2026-01-11 20-06-00
T002248,ACC687548,ACC612312,23202.61,2026-01-03 04-03-00
T002249,ACC399772,ACC822439,24044.78,2026-01-06 12-16-00
T002250,ACC816241,ACC493008,14590.8,2026-01-13 05-12-00
T002251,ACC967056,ACC551846,12694.06,2026-01-09 13-53-00
T002252,ACC109521,ACC477299,2574.95,2026-01-12 15-20-00
T002253,ACC981811,ACC542075,5598.87,2026-01-14 21-28-00
T002254,ACC261988,ACC949909,19780.91,2026-01-15 23-38-00
T002255,ACC881648,ACC694909,2778.34,2026-01-09 01-27-00
T002256,ACC421756,ACC450801,22603.67,2026-01-08 23-45-00
T002257,ACC641358,ACC416342,22235.65,2026-01-01 11-20-00
T002258,ACC467376,ACC295640,24448.89,2026-01-11 04-41-00
T002259,ACC799775,ACC164906,23130.16,2026-01-02 08-11-00
T002260,ACC140034,ACC999645,8509.85,2026-01-12 10-15-00
T002261,ACC701525,ACC641043,11504.6,2026-01-07 16-03-00
T002262,ACC318932,ACC510258,15942.16,2026-01-03 04-04-00
T002263,ACC163668,ACC521519,7575.96,2026-01-01 11-18-00
T002264,ACC276991,ACC650337,14788.85,2026-01-12 04-05-00
T002265,ACC666025,ACC497459,2256.11,2026-01-05 16-34-00
T002266,ACC578769,ACC255092,15054.24,2026-01-14 16-55-00
T002267,ACC395089,ACC855953,15999.2,2026-01-04 15-55-00
T002268,ACC903969,ACC291172,16221.8,2026-01-11 19-19-00
T002269,ACC816427,ACC537145,5401.09,2026-01-14 08-31-00
T002270,ACC930104,ACC922387,20745.27,2026-01-11 06-14-00
T002271,ACC776835,ACC656130,5369.23,2026-01-14 17-37-00
T002272,ACC526874,ACC819567,18255.2,2026-01-11 10-25-00
T002273,ACC755119,ACC595290,24422.1,2026-01-02 13-56-00
T002274,ACC824402,ACC198142,23397.82,2026-01-07 10-05-00
T002275,ACC796481,ACC896734,17894.75,2026-01-13 11-57-00
T002276,ACC901788,ACC106761,15725.74,2026-01-11 10-09-00
T002277,ACC203344,ACC640906,21049.89,2026-01-14 02-17-00
T002278,ACC538146,ACC546390,5882.09,2026-01-11 17-50-00
T002279,ACC758626,ACC976591,8585.03,2026-01-04 19-47-00
T002280,ACC725003,ACC654192,4871.92,2026-01-03 17-34-00
T002281,ACC392044,ACC617135,6203.75,2026-01-04 00-19-00
T002282,ACC381369,ACC590980,4099.14,2026-01-15 23-37-00
T002283,ACC651017,ACC772884,24986.68,2026-01-02 21-45-00
T002284,ACC127583,ACC572904,1899.02,2026-01-05 04-42-00
T002285,ACC477682,ACC291966,21182.02,2026-01-07 12-17-00
T002286,ACC458648,ACC449132,20586.36,2026-01-11 17-44-00
T002287,ACC474799,ACC797834,3215.08,2026-01-10 19-18-00
T002288,ACC504748,ACC703009,24623,2026-01-05 10-30-00
T002289,ACC502867,ACC838982,1143.96,2026-01-03 11-42-00
T002290,ACC677295,ACC774846,16055,2026-01-12 15-24-00
T002291,ACC492741,ACC387331,18583.15,2026-01-09 06-27-00
T002292,ACC954153,ACC229742,20390.41,2026-01-07 12-10-00
T002293,ACC316560,ACC707408,4182.77,2026-01-05 13-07-00
T002294,ACC910941,ACC673076,3975.68,2026-01-03 21-53-00
T002295,ACC877306,ACC530564,21405.17,2026-01-08 08-18-00
T002296,ACC204332,ACC773248,20521.88,2026-01-12 11-30-00
T002297,ACC458676,ACC236687,2815.34,2026-01-05 05-12-00
T002298,ACC101258,ACC546303,11638.94,2026-01-05 17-53-00
T002299,ACC134290,ACC239483,18007.76,2026-01-05 06-47-00
T002300,ACC531837,ACC469850,18921.27,2026-01-04 11-58-00
T002301,ACC926404,ACC653741,22036.47,2026-01-09 13-15-00
T002302,ACC342772,ACC956192,8398.5,2026-01-09 18-16-00
T002303,ACC264686,ACC672797,4233.61,2026-01-15 19-43-00
T002304,ACC443868,ACC916132,8290.29,2026-01-09 04-21-00
T002305,ACC659164,ACC856896,12286.65,2026-01-03 08-45-00
T002306,ACC763960,ACC656614,18489.77,2026-01-08 06-59-00
T002307,ACC924950,ACC269544,1771.82,2026-01-07 23-20-00
T002308,ACC592644,ACC724639,10298.88,2026-01-07 00-15-00
T002309,ACC904830,ACC258417,18436.58,2026-01-15 04-47-00
T002310,ACC645467,ACC411866,9982.64,2026-01-09 14-59-00
T002311,ACC470618,ACC253915,13365.43,2026-01-12 22-44-00
T002312,ACC623352,ACC487468,9311.08,2026-01-14 00-13-00
T002313,ACC122436,ACC181402,24632.69,2026-01-04 21-21-00
T002314,ACC409367,ACC824113,14918.17,2026-01-04 05-54-00
T002315,ACC384697,ACC765808,15958.75,2026-01-13 06-58-00
T002316,ACC984993,ACC570603,1488.39,2026-01-10 10-36-00
T002317,ACC650470,ACC295069,19227.67,2026-01-07 01-30-00
T002318,ACC977222,ACC877958,5669.24,2026-01-07 19-51-00
T002319,ACC845102,ACC134458,2565.89,2026-01-01 18-20-00
T002320,ACC940644,ACC472158,22867.13,2026-01-03 12-49-00
T002321,ACC517063,ACC344831,18799.63,2026-01-06 09-50-00
T002322,ACC727080,ACC872574,1715.43,2026-01-02 16-41-00
T002323,ACC477169,ACC239539,12506.84,2026-01-12 14-17-00
T002324,ACC731710,ACC928043,5756.83,2026-01-11 09-48-00
T002325,ACC599185,ACC211005,17069.71,2026-01-10 22-26-00
T002326,ACC798187,ACC299952,16633.77,2026-01-09 17-10-00
T002327,ACC231711,ACC264423,24892.71,2026-01-04 05-11-00
T002328,ACC812552,ACC609061,14057.01,2026-01-12 07-49-00
T002329,ACC668223,ACC121845,14964.3,2026-01-14 03-02-00
T002330,ACC214749,ACC441259,22893.56,2026-01-05 02-42-00
T002331,ACC564739,ACC834812,18909.94,2026-01-02 08-44-00
T002332,ACC352280,ACC306195,9032.15,2026-01-02 07-46-00
T002333,ACC956361,ACC525636,5263.7,2026-01-14 09-15-00
T002334,ACC632915,ACC455047,13102.22,2026-01-11 11-39-00
T002335,ACC972543,ACC687234,15990.34,2026-01-13 13-37-00
T002336,ACC811481,ACC194195,11819.31,2026-01-11 22-30-00
T002337,ACC320323,ACC628717,11298.15,2026-01-16 05-26-00
T002338,ACC433297,ACC199517,23087.95,2026-01-07 09-53-00
T002339,ACC528590,ACC963302,16468.49,2026-01-07 12-53-00
T002340,ACC249251,ACC303486,21451.41,2026-01-10 11-34-00
T002341,ACC218037,ACC740683,23438.35,2026-01-06 16-59-00
T002342,ACC336489,ACC278139,21881.39,2026-01-11 17-57-00
T002343,ACC114610,ACC539073,16823.1,2026-01-05 04-38-00
T002344,ACC535792,ACC881029,3283.4,2026-01-01 22-18-00
T002345,ACC329264,ACC677620,15217.59,2026-01-08 05-54-00
T002346,ACC342930,ACC849157,1417.15,2026-01-01 22-12-00
T002347,ACC553430,ACC822874,3254.93,2026-01-15 12-23-00
T002348,ACC937525,ACC769335,16520.32,2026-01-06 22-53-00
T002349,ACC647999,ACC795129,8455.05,2026-01-08 08-14-00
T002350,ACC149845,ACC572377,6181.99,2026-01-05 14-43-00
T002351,ACC931804,ACC392811,3993.9,2026-01-03 21-03-00
T002352,ACC561197,ACC169099,19828.32,2026-01-11 03-47-00
T002353,ACC325307,ACC962151,3386.54,2026-01-08 01-17-00
T002354,ACC810137,ACC250136,14203.11,2026-01-10 16-51-00
T002355,ACC813578,ACC127563,2374.96,2026-01-02 10-39-00
T002356,ACC568328,ACC424115,21954.67,2026-01-06 11-23-00
T002357,ACC652308,ACC247917,9638.16,2026-01-02 12-15-00
T002358,ACC756233,ACC258877,15354.29,2026-01-09 06-22-00
T002359,ACC866020,ACC405249,7132.55,2026-01-09 07-23-00
T002360,ACC817332,ACC815884,4269.82,2026-01-05 20-18-00
T002361,ACC507267,ACC571073,17386.86,2026-01-10 16-45-00
T002362,ACC137915,ACC755889,13743.17,2026-01-07 19-28-00
T002363,ACC591869,ACC255202,10543.17,2026-01-09 14-08-00
T002364,ACC933665,ACC607425,3103.52,2026-01-08 00-58-00
T002365,ACC364561,ACC633589,15160.63,2026-01-01 19-44-00
T002366,ACC391693,ACC517595,5026.69,2026-01-09 12-00-00
T002367,ACC480110,ACC628482,23387.48,2026-01-14 14-01-00
T002368,ACC470031,ACC579554,5873.85,2026-01-04 16-00-00
T002369,ACC724618,ACC677858,5803.86,2026-01-15 17-38-00
T002370,ACC706192,ACC880101,8774.15,2026-01-08 02-19-00
T002371,ACC340699,ACC398292,9239.51,2026-01-13 21-04-00
T002372,ACC406198,ACC121072,17583.44,2026-01-12 02-53-00
T002373,ACC535723,ACC883522,17574.19,2026-01-02 09-36-00
T002374,ACC890833,ACC222911,5314.25,2026-01-06 04-18-00
T002375,ACC392711,ACC499675,16490.52,2026-01-12 10-59-00
T002376,ACC156038,ACC270447,18642.95,2026-01-14 06-49-00
T002377,ACC953799,ACC950547,6317.7,2026-01-09 11-12-00
T002378,ACC667756,ACC465065,15682.78,2026-01-13 01-38-00
T002379,ACC551227,ACC196168,5454.04,2026-01-07 18-31-00
T002380,ACC943769,ACC222587,7096.21,2026-01-10 00-14-00
T002381,ACC822338,ACC826910,24578.9,2026-01-09 05-36-00
T002382,ACC409004,ACC988763,16561.13,2026-01-13 00-21-00
T002383,ACC757115,ACC234882,13463.96,2026-01-06 21-49-00
T002384,ACC382922,ACC894919,5693.61,2026-01-14 13-38-00
T002385,ACC508584,ACC577317,17067.79,2026-01-11 05-54-00
T002386,ACC236232,ACC393784,21879.56,2026-01-08 07-39-00
T002387,ACC409478,ACC828483,4083.25,2026-01-06 19-04-00
T002388,ACC548547,ACC938314,11304.16,2026-01-10 08-46-00
T002389,ACC813900,ACC888618,15897.13,2026-01-04 05-34-00
T002390,ACC167516,ACC764469,23600.21,2026-01-11 12-30-00
T002391,ACC721762,ACC709752,17151.66,2026-01-06 06-33-00
T002392,ACC874968,ACC673837,2687.95,2026-01-04 12-21-00
T002393,ACC830396,ACC866189,2992.62,2026-01-13 21-59-00
T002394,ACC639236,ACC695633,3790.09,2026-01-09 02-48-00
T002395,ACC376345,ACC800291,20152.85,2026-01-06 22-50-00
T002396,ACC802046,ACC143906,14505.29,2026-01-14 05-46-00
T002397,ACC807895,ACC838632,20566.51,2026-01-07 06-59-00
T002398,ACC310709,ACC257941,2044.21,2026-01-09 10-14-00
T002399,ACC733639,ACC886366,21402.63,2026-01-02 23-16-00
T002400,ACC341509,ACC894920,6463.05,2026-01-13 23-24-00
T002401,ACC199658,ACC325827,21064.96,2026-01-15 10-29-00
T002402,ACC814870,ACC520466,7113.01,2026-01-10 23-56-00
T002403,ACC156815,ACC158411,10003.08,2026-01-10 12-17-00
T002404,ACC286102,ACC990996,18950.87,2026-01-15 04-03-00
T002405,ACC716791,ACC398150,18073.9,2026-01-01 22-42-00
T002406,ACC329431,ACC541768,15958.68,2026-01-14 13-30-00
T002407,ACC179772,ACC936132,18168.69,2026-01-03 14-12-00
T002408,ACC768770,ACC964036,18706.39,2026-01-02 03-58-00
T002409,ACC330419,ACC570072,19768.12,2026-01-14 08-25-00
T002410,ACC264050,ACC744301,20798.86,2026-01-05 17-09-00
T002411,ACC963540,ACC558033,24806.47,2026-01-13 03-09-00
T002412,ACC488241,ACC965122,19091,2026-01-03 20-44-00
T002413,ACC488960,ACC410538,22351.5,2026-01-09 14-58-00
T002414,ACC790068,ACC644785,12545.66,2026-01-14 13-46-00
T002415,ACC124106,ACC559854,7198.66,2026-01-10 10-52-00
T002416,ACC214881,ACC715474,15709.25,2026-01-12 08-02-00
T002417,ACC959846,ACC656156,6221.19,2026-01-11 16-46-00
T002418,ACC205428,ACC347504,9484.98,2026-01-15 01-52-00
T002419,ACC159186,ACC254340,2379.93,2026-01-12 17-47-00
T002420,ACC350262,ACC340499,18442.79,2026-01-13 04-07-00
T002421,ACC379764,ACC750407,14924.48,2026-01-12 11-41-00
T002422,ACC220487,ACC869699,19798.41,2026-01-08 20-42-00
T002423,ACC785618,ACC792510,17895.75,2026-01-04 05-02-00
T002424,ACC779816,ACC961065,22462.6,2026-01-06 05-48-00
T002425,ACC447641,ACC231565,1625.18,2026-01-04 17-42-00
T002426,ACC393473,ACC330647,24619.18,2026-01-11 02-05-00
T002427,ACC252398,ACC532199,12796.1,2026-01-01 22-06-00
T002428,ACC337778,ACC782662,6117.95,2026-01-15 20-53-00
T002429,ACC885540,ACC687828,9315.41,2026-01-06 19-12-00
T002430,ACC566488,ACC503169,20822.61,2026-01-05 08-44-00
T002431,ACC200221,ACC920147,22765.31,2026-01-06 15-06-00
T002432,ACC198488,ACC463153,16591.29,2026-01-09 23-19-00
T002433,ACC389138,ACC879763,9373.96,2026-01-12 00-00-00
T002434,ACC354717,ACC268932,10117.05,2026-01-07 02-44-00
T002435,ACC239366,ACC854565,5056.12,2026-01-09 22-55-00
T002436,ACC798113,ACC243501,16757.91,2026-01-02 19-31-00
T002437,ACC224390,ACC252184,13135.89,2026-01-03 00-31-00
T002438,ACC411416,ACC292480,5480.84,2026-01-10 07-50-00
T002439,ACC858544,ACC678451,3442.35,2026-01-15 19-46-00
T002440,ACC530380,ACC881833,20381.48,2026-01-13 12-30-00
T002441,ACC494795,ACC555052,18385.34,2026-01-08 15-56-00
T002442,ACC701884,ACC701163,19745.16,2026-01-05 00-23-00
T002443,ACC191372,ACC726672,10211.95,2026-01-11 23-51-00
T002444,ACC166250,ACC467238,12523.71,2026-01-11 12-45-00
T002445,ACC769246,ACC437153,5266.35,2026-01-04 15-09-00
T002446,ACC830990,ACC929989,7311.16,2026-01-04 19-35-00
T002447,ACC948810,ACC726847,20411.42,2026-01-08 20-19-00
T002448,ACC386398,ACC222940,24289.22,2026-01-12 04-10-00
T002449,ACC362589,ACC688712,22705.28,2026-01-11 17-14-00
T002450,ACC562237,ACC772815,13348.06,2026-01-07 11-45-00
T002451,ACC919125,ACC510698,19109.54,2026-01-04 04-15-00
T002452,ACC440837,ACC186837,6306.12,2026-01-11 21-44-00
T002453,ACC109114,ACC973343,13020.18,2026-01-08 19-12-00
